age,taille,sexe,niveau_activite,poids
63,180,Femme,Modéré,54.8
61,141,Homme,Sédentaire,45.9
29,164,Homme,Modéré,53.6
41,191,Homme,Actif,89.7
59,183,Femme,Actif,80.7
23,141,Homme,Modéré,52.5
59,181,Femme,Modéré,81.0
37,140,Femme,Actif,49.5
55,175,Femme,Sédentaire,61.2
61,196,Homme,Actif,93.8
62,151,Homme,Modéré,63.6
33,148,Homme,Actif,43.7
24,175,Femme,Actif,83.9
31,180,Homme,Sédentaire,65.9
39,167,Femme,Actif,54.2
13,177,Homme,Actif,71.7
22,172,Homme,Actif,71.4
68,181,Femme,Modéré,81.0
32,185,Femme,Modéré,65.4
17,161,Homme,Sédentaire,60.4
27,164,Homme,Actif,53.6
21,157,Homme,Modéré,43.2
64,145,Femme,Sédentaire,40.4
40,157,Femme,Actif,48.7
23,191,Homme,Sédentaire,86.0
43,155,Homme,Sédentaire,61.2
27,154,Femme,Sédentaire,41.7
65,187,Homme,Sédentaire,80.6
43,147,Femme,Sédentaire,39.9
20,152,Femme,Sédentaire,55.2
50,194,Femme,Sédentaire,75.8
21,182,Femme,Actif,62.4
58,199,Femme,Actif,96.6
24,196,Femme,Sédentaire,77.8
66,146,Homme,Actif,44.9
40,156,Femme,Sédentaire,37.3
58,189,Femme,Actif,88.7
67,171,Homme,Modéré,71.5
38,161,Femme,Sédentaire,57.1
35,194,Homme,Modéré,65.6
27,190,Femme,Sédentaire,92.5
41,196,Homme,Sédentaire,76.8
31,152,Homme,Modéré,47.7
47,186,Femme,Modéré,100.1
26,162,Femme,Modéré,52.2
32,193,Femme,Sédentaire,90.2
33,168,Femme,Modéré,66.9
59,161,Homme,Modéré,60.1
17,140,Homme,Actif,44.8
50,168,Homme,Actif,65.3
15,187,Femme,Modéré,79.8
14,144,Homme,Modéré,45.3
53,197,Femme,Modéré,103.0
66,174,Femme,Modéré,54.7
38,194,Homme,Actif,94.3
37,149,Femme,Sédentaire,54.3
20,158,Homme,Modéré,60.2
66,176,Femme,Modéré,78.5
10,146,Homme,Actif,46.3
52,185,Femme,Modéré,56.1
28,174,Homme,Modéré,66.0
18,184,Homme,Actif,64.4
36,152,Femme,Modéré,45.8
43,149,Femme,Modéré,40.6
53,141,Homme,Actif,40.9
13,145,Femme,Sédentaire,42.5
45,147,Femme,Modéré,32.4
27,175,Femme,Modéré,73.8
24,164,Homme,Sédentaire,77.1
60,183,Homme,Actif,79.8
22,199,Femme,Sédentaire,84.7
28,186,Femme,Modéré,75.5
58,179,Homme,Sédentaire,66.4
15,146,Femme,Actif,47.5
57,185,Homme,Modéré,74.9
65,162,Femme,Actif,51.1
21,158,Femme,Actif,67.5
60,185,Femme,Sédentaire,60.0
46,161,Homme,Sédentaire,62.6
26,152,Homme,Actif,50.1
67,160,Homme,Actif,70.9
32,140,Homme,Modéré,45.1
35,198,Femme,Actif,82.0
38,158,Femme,Actif,53.1
42,199,Homme,Sédentaire,87.6
69,172,Femme,Actif,54.9
36,143,Femme,Actif,40.3
34,181,Homme,Sédentaire,54.5
65,142,Femme,Modéré,38.8
64,166,Femme,Sédentaire,61.4
19,191,Homme,Sédentaire,83.5
56,180,Femme,Actif,52.0
32,174,Femme,Actif,65.4
30,167,Femme,Modéré,66.1
30,145,Homme,Actif,45.2
52,145,Homme,Modéré,42.3
22,194,Femme,Modéré,78.1
46,196,Femme,Modéré,78.3
42,183,Femme,Modéré,67.3
33,162,Homme,Actif,59.1
53,172,Homme,Sédentaire,85.6
20,155,Homme,Sédentaire,47.5
26,163,Femme,Actif,55.9
13,144,Femme,Actif,45.3
56,180,Femme,Modéré,64.6
34,181,Femme,Actif,82.9
39,152,Femme,Sédentaire,34.7
18,186,Homme,Actif,70.6
30,151,Femme,Actif,55.8
29,144,Femme,Modéré,43.8
28,176,Femme,Modéré,60.5
28,170,Homme,Modéré,67.4
21,167,Femme,Modéré,68.9
46,167,Homme,Sédentaire,63.1
51,169,Homme,Actif,56.0
26,157,Homme,Actif,57.6
46,183,Homme,Modéré,69.6
63,166,Homme,Sédentaire,66.8
57,174,Femme,Sédentaire,80.1
48,165,Femme,Actif,40.8
37,196,Homme,Modéré,85.8
50,178,Homme,Actif,53.2
44,188,Homme,Actif,103.6
56,190,Femme,Sédentaire,74.4
57,199,Femme,Sédentaire,96.0
27,157,Homme,Actif,54.0
23,172,Femme,Modéré,58.0
44,164,Femme,Modéré,51.7
53,195,Homme,Actif,101.7
50,170,Homme,Actif,71.9
69,176,Femme,Modéré,86.2
16,198,Femme,Modéré,86.9
50,199,Femme,Modéré,90.5
22,141,Homme,Actif,42.1
27,172,Homme,Sédentaire,62.5
46,178,Homme,Modéré,59.8
22,182,Femme,Modéré,73.7
45,182,Femme,Modéré,65.0
40,171,Homme,Actif,68.2
11,157,Femme,Sédentaire,55.5
25,156,Homme,Sédentaire,55.6
18,173,Femme,Modéré,80.9
18,178,Homme,Actif,69.3
47,146,Femme,Sédentaire,51.7
20,181,Femme,Actif,92.2
63,193,Homme,Sédentaire,96.5
65,192,Homme,Modéré,93.9
31,174,Homme,Actif,63.8
42,169,Homme,Modéré,64.8
45,151,Homme,Sédentaire,41.1
54,174,Femme,Sédentaire,71.1
32,150,Homme,Modéré,51.4
54,183,Homme,Sédentaire,73.9
54,196,Homme,Modéré,96.4
43,143,Homme,Modéré,37.6
18,164,Homme,Modéré,72.4
33,187,Femme,Sédentaire,86.4
17,171,Homme,Actif,63.7
16,159,Homme,Modéré,54.5
45,189,Homme,Actif,83.7
27,170,Femme,Sédentaire,76.8
12,143,Femme,Sédentaire,45.6
37,193,Homme,Actif,83.6
15,177,Homme,Modéré,69.1
53,192,Femme,Sédentaire,100.8
53,186,Femme,Modéré,72.3
